State,'Total Sales','Operating Profit','Sales Method'
Texas,0.65625,0.564984,Outlet
Texas,0.623635,0.946697,Outlet
Texas,0.525793,0.251895,Outlet
Texas,0.754092,1.32412,Outlet
Texas,0.81932,0.715096,Outlet
Texas,1.406373,1.255498,Outlet
Texas,0.713324,0.617532,Outlet
Texas,0.688864,1.023897,Outlet
Texas,0.599175,0.309795,Outlet
Texas,1.145461,1.838789,Outlet
Texas,0.868241,0.76013,Outlet
Texas,1.471602,1.315543,Outlet
Texas,0.827474,0.72261,Outlet
Texas,0.884548,1.255498,Outlet
Texas,0.81932,0.483495,Outlet
Texas,1.53683,2.353457,Outlet
Texas,1.53683,1.375587,Outlet
Texas,1.846664,1.660799,Outlet
Texas,1.145461,1.015319,Outlet
Texas,1.015004,1.409899,Outlet
Texas,0.966083,0.599296,Outlet
Texas,2.319568,3.382794,Outlet
Texas,1.53683,1.375587,Outlet
Texas,1.846664,1.660799,Outlet
Texas,1.928199,1.735855,Outlet
Texas,0.884548,1.255498,Outlet
Texas,1.112847,0.715096,Outlet
Texas,2.238033,3.275572,Outlet
Texas,1.471602,1.315543,Outlet
Texas,1.773282,1.593258,Outlet
Texas,1.928199,1.735855,Outlet
Texas,0.754092,1.101097,Outlet
Texas,0.966083,0.599296,Outlet
Texas,1.993427,2.953904,Outlet
Texas,1.553137,1.390598,Outlet
Texas,1.553137,1.390598,Outlet
Texas,1.993427,1.7959,Outlet
Texas,1.09654,1.506399,Outlet
Texas,0.892702,0.541396,Outlet
Texas,2.107576,3.104016,Outlet
Texas,1.406373,1.255498,Outlet
Texas,1.406373,1.255498,Outlet
Texas,1.504216,1.345565,Outlet
Texas,1.015004,1.409899,Outlet
Texas,0.745938,0.425595,Outlet
Texas,1.748821,2.632236,Outlet
Texas,1.6999,1.525699,Outlet
Texas,1.6999,1.525699,Outlet
Texas,1.748821,1.570732,Outlet
Texas,1.25961,1.6994,Outlet
Texas,0.966083,0.599296,Outlet
Texas,2.107576,3.104016,Outlet
Texas,1.846664,1.660799,Outlet
Texas,1.846664,1.660799,Outlet
Texas,1.830357,1.645788,Outlet
Texas,1.341145,1.7959,Outlet
Texas,0.966083,0.599296,Outlet
Texas,2.286954,3.339905,Outlet
Texas,1.080233,0.955275,Outlet
Texas,1.585751,0.423451,Outlet
Texas,1.585751,1.420621,Outlet
Texas,1.09654,0.702229,Outlet
California,1.121,1.806622,Outlet
California,1.585751,0.091061,Outlet
California,1.210689,1.075364,Outlet
California,1.42268,0.337673,Outlet
California,1.42268,1.270509,Outlet
California,0.933469,0.573562,Outlet
California,0.851934,1.452788,Outlet
California,1.341145,-0.00544,Outlet
California,1.830357,1.645788,Outlet
California,1.797742,0.534962,Outlet
California,1.797742,1.615766,Outlet
California,1.406373,0.946697,Outlet
California,1.178075,1.881678,Outlet
California,1.797742,0.174694,Outlet
California,2.482638,2.246235,Outlet
California,1.920045,0.599296,Outlet
California,2.132037,1.923503,Outlet
California,1.504216,1.023897,Outlet
California,1.284071,2.021067,Outlet
California,2.710937,0.534962,Outlet
California,2.58048,2.799503,Outlet
California,2.238033,1.184731,Outlet
California,2.238033,2.439235,Outlet
California,1.602058,1.435632,Outlet
California,1.390066,2.467113,Outlet
California,2.841393,1.083942,Outlet
California,2.874007,3.108304,Outlet
California,2.55602,1.393824,Outlet
California,2.55602,2.77377,Outlet
California,1.797742,1.615766,Outlet
California,1.496062,2.62045,Outlet
California,3.624131,1.495677,Outlet
California,3.069692,2.786637,Outlet
California,2.768011,1.045342,Outlet
California,2.55602,2.313794,Outlet
California,1.895585,1.332698,Outlet
California,2.344028,3.414961,Outlet
California,3.102306,0.689363,Outlet
California,3.191994,2.899229,Outlet
California,3.281683,1.315543,Outlet
California,2.450024,2.216212,Outlet
California,2.238033,1.602899,Outlet
California,2.727244,3.918907,Outlet
California,2.841393,0.586429,Outlet
California,2.376642,1.712266,Outlet
California,2.678323,0.522095,Outlet
California,1.83851,1.287665,Outlet
California,1.659133,0.804099,Outlet
California,2.132037,2.731962,Outlet
California,2.596787,0.024583,Outlet
California,2.197265,1.570732,Outlet
California,2.482638,0.444895,Outlet
California,1.569444,1.075364,Outlet
California,1.479755,0.686155,Outlet
California,1.814049,2.355602,Outlet
California,2.25434,-0.065484,Outlet
California,2.197265,1.570732,Outlet
California,2.482638,0.444895,Outlet
California,1.659133,1.146131,Outlet
California,1.569444,0.745118,Outlet
California,1.814049,2.355602,Outlet
California,2.596787,0.024583,Outlet
California,2.55602,1.8538,Outlet
California,2.874007,0.599296,Outlet
California,1.83851,1.287665,Outlet
California,1.83851,0.922044,Outlet
California,2.026041,2.606503,Outlet
California,2.710937,0.054605,Outlet
California,0.65625,0.775141,Outlet
California,1.112847,0.444895,Outlet
California,1.112847,1.255498,Outlet
California,0.672557,0.579996,Outlet
California,0.688864,1.452788,Outlet
California,1.112847,0.174694,Outlet
California,0.770399,0.89523,Outlet
California,0.966083,0.348395,Outlet
California,1.039465,1.178298,Outlet
California,0.599175,0.512454,Outlet
California,0.525793,1.216898,Outlet
California,0.966083,0.097494,Outlet
California,0.884548,1.015319,Outlet
California,0.966083,0.348395,Outlet
California,0.966083,1.101097,Outlet
California,0.672557,0.579996,Outlet
California,0.444258,1.098953,Outlet
California,0.892702,0.058894,Outlet
California,1.406373,1.564299,Outlet
California,1.015004,0.380562,Outlet
California,1.09654,1.238342,Outlet
California,0.599175,0.512454,Outlet
California,0.444258,1.098953,Outlet
California,1.602058,0.432028,Outlet
California,1.406373,1.564299,Outlet
California,1.178075,0.487784,Outlet
California,1.178075,1.32412,Outlet
California,0.672557,0.579996,Outlet
California,0.525793,1.216898,Outlet
California,1.708054,0.487784,Outlet
California,1.6999,1.8731,Outlet
California,1.504216,0.702229,Outlet
California,1.504216,1.667233,Outlet
California,0.892702,0.782655,Outlet
California,0.688864,1.452788,Outlet
California,2.450024,0.878074,Outlet
California,1.846664,2.027501,Outlet
California,1.667286,0.809452,Outlet
California,1.504216,1.667233,Outlet
California,0.966083,0.850197,Outlet
California,1.341145,2.396346,Outlet
California,2.026041,0.655051,Outlet
California,1.993427,2.181901,Outlet
California,2.107576,1.098953,Outlet
California,1.42268,1.581455,Outlet
California,1.25961,1.120398,Outlet
California,1.6999,2.915304,Outlet
California,1.814049,0.54354,Outlet
California,1.830357,2.010345,Outlet
California,2.107576,1.098953,Outlet
California,1.341145,1.495677,Outlet
California,1.178075,1.045342,Outlet
California,1.602058,2.77377,Outlet
California,2.026041,0.655051,Outlet
California,1.667286,1.838789,Outlet
California,1.928199,0.981008,Outlet
California,1.178075,1.32412,Outlet
California,1.09654,0.970286,Outlet
California,1.406373,2.490702,Outlet
California,1.814049,0.54354,Outlet
California,1.748821,1.924567,Outlet
California,2.017887,1.039989,Outlet
California,1.25961,1.409899,Outlet
California,1.178075,1.045342,Outlet
California,1.406373,2.490702,Outlet
California,2.026041,0.655051,Outlet
California,1.993427,2.181901,Outlet
California,2.286954,1.216898,Outlet
California,1.341145,1.495677,Outlet
California,1.341145,1.195453,Outlet
California,1.504216,2.632236,Outlet
California,2.132037,0.710807,Outlet
California,0.452412,0.560696,Outlet
California,-0.134642,-0.163048,Outlet
California,-0.314019,-0.328171,Outlet
California,-0.6157,-0.562997,Outlet
Illinois,-0.314019,-0.328171,Outlet
Illinois,-0.134642,0.155394,Outlet
Illinois,0.599175,0.715096,Outlet
Illinois,-0.428169,-0.433249,Outlet
Illinois,-0.428169,-0.433249,Outlet
Illinois,-0.680928,-0.63162,Outlet
Illinois,-0.314019,-0.328171,Outlet
Illinois,-0.134642,0.155394,Outlet
Illinois,0.672557,0.792296,Outlet
Illinois,-0.289559,-0.305663,Outlet
Illinois,-0.354787,-0.365708,Outlet
Illinois,-0.721695,-0.674509,Outlet
Illinois,-0.452629,-0.455775,Outlet
Illinois,-0.208024,0.058894,Outlet
Illinois,0.525793,0.637896,Outlet
Illinois,-0.452629,-0.455775,Outlet
Illinois,-0.550471,-0.545842,Outlet
Illinois,-0.721695,-0.674509,Outlet
Illinois,-0.550471,-0.545842,Outlet
Illinois,-0.208024,0.058894,Outlet
Illinois,0.995436,1.131978,Outlet
Illinois,-0.224331,-0.245618,Outlet
Illinois,-0.371094,-0.380719,Outlet
Illinois,-0.6157,-0.562997,Outlet
Illinois,-0.452629,-0.455775,Outlet
Illinois,0.118117,0.487784,Outlet
Illinois,0.688864,0.809452,Outlet
Illinois,-0.208024,-0.230607,Outlet
Illinois,-0.420015,-0.425752,Outlet
Illinois,-0.485243,-0.425752,Outlet
Illinois,-0.371094,-0.380719,Outlet
Illinois,0.313802,0.745118,Outlet
Illinois,0.933469,1.066786,Outlet
Illinois,0.012121,-0.027948,Outlet
Illinois,-0.289559,-0.305663,Outlet
Illinois,-0.420015,-0.35713,Outlet
Illinois,-0.208024,-0.230607,Outlet
Illinois,0.493179,0.981008,Outlet
Illinois,0.851934,0.981008,Outlet
Illinois,0.012121,-0.027948,Outlet
Illinois,-0.289559,-0.305663,Outlet
Illinois,-0.354787,-0.288507,Outlet
Illinois,-0.289559,-0.305663,Outlet
Illinois,0.40349,0.863063,Outlet
Illinois,0.688864,0.809452,Outlet
Illinois,-0.06126,-0.095507,Outlet
Illinois,-0.420015,-0.425752,Outlet
Illinois,-0.485243,-0.425752,Outlet
Illinois,-0.371094,-0.380719,Outlet
Illinois,-0.044953,0.273339,Outlet
Illinois,0.721478,0.843763,Outlet
Illinois,-0.126488,-0.155551,Outlet
Illinois,-0.452629,-0.455775,Outlet
Illinois,-0.534164,-0.477219,Outlet
Illinois,-0.452629,-0.455775,Outlet
Illinois,0.118117,0.487784,Outlet
Illinois,0.623635,0.74083,Outlet
Illinois,-0.126488,-0.155551,Outlet
Illinois,-0.305866,-0.320674,Outlet
Illinois,-0.371094,-0.305663,Outlet
Illinois,-0.354787,-0.365708,Outlet
Illinois,0.118117,0.487784,Outlet
Illinois,1.015004,1.152564,Outlet
Illinois,0.036582,-0.00544,Outlet
Illinois,-0.126488,-0.155551,Outlet
Illinois,-0.289559,-0.219885,Outlet
Illinois,-0.159102,-0.185574,Outlet
Illinois,0.330109,0.766563,Outlet
Illinois,0.003968,-0.15984,Outlet
Illinois,0.476872,0.213294,Outlet
Illinois,0.085503,-0.095507,Outlet
Illinois,0.256727,0.354828,Outlet
Texas,0.036582,-0.262774,Outlet
Texas,0.256727,0.512454,Outlet
Texas,0.158885,-0.037606,Outlet
Texas,0.5421,0.264761,Outlet
Texas,0.142578,-0.050473,Outlet
Texas,0.028429,0.11465,Outlet
Texas,-0.159102,-0.391441,Outlet
Texas,0.199652,0.444895,Outlet
Texas,0.37903,0.309795,Outlet
Texas,0.81932,0.715096,Outlet
Texas,0.036582,-0.00544,Outlet
Texas,-0.028646,0.174694,Outlet
Texas,-0.159102,-0.288507,Outlet
Texas,0.085503,0.444895,Outlet
Texas,-0.028646,-0.065484,Outlet
Texas,0.427951,0.354828,Outlet
Texas,-0.085721,-0.118015,Outlet
Texas,-0.110181,0.078194,Outlet
Texas,-0.19987,-0.320674,Outlet
Texas,0.232267,0.637896,Outlet
Texas,0.036582,-0.00544,Outlet
Texas,0.574714,0.489929,Outlet
Texas,0.07735,0.032097,Outlet
Texas,0.313802,0.579996,Outlet
Texas,0.525793,0.251895,Outlet
Texas,1.406373,2.181901,Outlet
Texas,1.406373,1.255498,Outlet
Texas,1.667286,1.495677,Outlet
Texas,0.966083,0.850197,Outlet
Texas,0.81932,1.178298,Outlet
Texas,0.688864,0.380562,Outlet
Texas,2.197265,3.22196,Outlet
Texas,1.479755,1.641499,Outlet
Texas,1.748821,1.924567,Outlet
Texas,1.920045,2.104701,Outlet
Texas,0.745938,1.313398,Outlet
Texas,0.933469,0.820174,Outlet
Texas,2.384796,3.906041,Outlet
Texas,1.667286,1.838789,Outlet
Texas,1.928199,2.113279,Outlet
Texas,2.238033,2.439235,Outlet
Texas,0.770399,1.345565,Outlet
Texas,0.941623,0.827688,Outlet
Texas,2.091269,3.481439,Outlet
Texas,1.659133,1.830211,Outlet
Texas,1.479755,1.641499,Outlet
Texas,1.895585,2.078968,Outlet
Texas,0.81932,1.409899,Outlet
Texas,0.672557,0.579996,Outlet
Texas,1.25961,2.278402,Outlet
Texas,0.688864,0.809452,Outlet
Texas,0.688864,0.809452,Outlet
Texas,0.745938,0.869497,Outlet
Texas,0.305648,0.734396,Outlet
Texas,0.10181,0.054605,Outlet
Texas,0.933469,1.806622,Outlet
Texas,0.949776,1.083942,Outlet
Texas,0.949776,1.083942,Outlet
Texas,1.814049,1.993189,Outlet
Texas,1.178075,1.881678,Outlet
Texas,0.917162,0.805163,Outlet
Texas,2.14019,3.552206,Outlet
Texas,2.286954,2.490702,Outlet
Texas,2.286954,2.490702,Outlet
Texas,2.132037,2.327724,Outlet
Texas,1.496062,2.299846,Outlet
Texas,1.112847,0.985297,Outlet
Texas,2.596787,4.212697,Outlet
Texas,0.305648,0.898455,Outlet
Texas,-0.281405,-0.298149,Outlet
Texas,-0.428169,-0.365708,Outlet
Texas,-0.746156,-0.700242,Outlet
Pennsylvania,-0.493397,-0.493294,Outlet
Pennsylvania,-0.281405,-0.385008,Outlet
Pennsylvania,0.452412,1.110756,Outlet
Pennsylvania,-0.574932,-0.56835,Outlet
Pennsylvania,-0.542318,-0.485797,Outlet
Pennsylvania,-0.811384,-0.768865,Outlet
Pennsylvania,-0.493397,-0.493294,Outlet
Pennsylvania,-0.281405,-0.385008,Outlet
Pennsylvania,0.509486,1.193309,Outlet
Pennsylvania,-0.452629,-0.455775,Outlet
Pennsylvania,-0.485243,-0.425752,Outlet
Pennsylvania,-0.868459,-0.828909,Outlet
Pennsylvania,-0.648314,-0.674509,Outlet
Pennsylvania,-0.371094,-0.53083,Outlet
Pennsylvania,0.525793,1.023897,Outlet
Pennsylvania,-0.452629,-0.520108,Outlet
Pennsylvania,-0.550471,-0.545842,Outlet
Pennsylvania,-0.721695,-0.70345,Outlet
Pennsylvania,-0.648314,-0.674509,Outlet
Pennsylvania,-0.289559,-0.477219,Outlet
Pennsylvania,0.897594,1.512832,Outlet
Pennsylvania,-0.256945,-0.365708,Outlet
Pennsylvania,-0.403708,-0.410741,Outlet
Pennsylvania,-0.583086,-0.575864,Outlet
Pennsylvania,-0.411862,-0.487941,Outlet
Pennsylvania,0.199652,-0.00544,Outlet
Pennsylvania,1.178075,2.160457,Outlet
Pennsylvania,0.036582,-0.00544,Outlet
Pennsylvania,-0.314019,-0.245618,Outlet
Pennsylvania,-0.403708,-0.339974,Outlet
Pennsylvania,-0.305866,-0.320674,Outlet
Pennsylvania,0.427951,0.174694,Outlet
Pennsylvania,1.178075,2.160457,Outlet
Pennsylvania,0.232267,0.174694,Outlet
Pennsylvania,-0.134642,-0.056907,Outlet
Pennsylvania,-0.314019,-0.245618,Outlet
Pennsylvania,-0.093874,-0.125529,Outlet
Pennsylvania,0.770399,0.444895,Outlet
Pennsylvania,1.284071,2.313794,Outlet
Pennsylvania,0.232267,0.174694,Outlet
Pennsylvania,-0.134642,-0.056907,Outlet
Pennsylvania,-0.224331,-0.151262,Outlet
Pennsylvania,-0.19987,-0.223093,Outlet
Pennsylvania,0.65625,0.354828,Outlet
Pennsylvania,1.072079,1.742289,Outlet
Pennsylvania,-0.044953,-0.19844,Outlet
Pennsylvania,-0.354787,-0.365708,Outlet
Pennsylvania,-0.428169,-0.433249,Outlet
Pennsylvania,-0.493397,-0.552275,Outlet
Pennsylvania,-0.06126,-0.327108,Outlet
Pennsylvania,0.623635,1.152564,Outlet
Pennsylvania,-0.208024,-0.327108,Outlet
Pennsylvania,-0.534164,-0.53083,Outlet
Pennsylvania,-0.6157,-0.605886,Outlet
Pennsylvania,-0.550471,-0.597308,Outlet
Pennsylvania,0.012121,-0.278849,Outlet
Pennsylvania,0.770399,1.570732,Outlet
Pennsylvania,-0.159102,-0.185574,Outlet
Pennsylvania,-0.178671,-0.103227,Outlet
Pennsylvania,-0.256945,-0.185574,Outlet
Pennsylvania,-0.256945,-0.275641,Outlet
Pennsylvania,0.281188,0.058894,Outlet
Pennsylvania,1.226996,2.231224,Outlet
Pennsylvania,0.134424,0.084627,Outlet
Pennsylvania,-0.06126,0.020294,Outlet
Pennsylvania,-0.256945,-0.185574,Outlet
Pennsylvania,-0.142795,-0.170563,Outlet
Pennsylvania,0.40349,0.155394,Outlet
Pennsylvania,0.085503,0.174694,Outlet
Pennsylvania,0.37903,-0.037606,Outlet
Pennsylvania,0.37903,0.483495,Outlet
Pennsylvania,-0.06126,-0.095507,Outlet
Nevada,-0.126488,0.273339,Outlet
Nevada,0.452412,-0.172707,Outlet
Nevada,0.256727,0.354828,Outlet
Nevada,0.305648,-0.085848,Outlet
Nevada,0.305648,0.406295,Outlet
Nevada,-0.134642,-0.163048,Outlet
Nevada,-0.289559,0.037449,Outlet
Nevada,0.232267,-0.288507,Outlet
Nevada,0.672557,0.792296,Outlet
Nevada,0.493179,0.037449,Outlet
Nevada,0.493179,0.603585,Outlet
Nevada,0.134424,0.084627,Outlet
Nevada,-0.256945,0.084627,Outlet
Nevada,0.40349,-0.19844,Outlet
Nevada,1.210689,1.358432,Outlet
Nevada,0.5421,0.069616,Outlet
Nevada,0.754092,0.878074,Outlet
Nevada,0.232267,0.174694,Outlet
Nevada,-0.093874,0.320517,Outlet
Nevada,0.884548,0.054605,Outlet
Nevada,1.210689,1.641499,Outlet
Nevada,0.754092,0.432028,Outlet
Nevada,0.754092,1.101097,Outlet
Nevada,0.232267,0.329095,Outlet
Nevada,-0.093874,0.432028,Outlet
Nevada,1.406373,0.637896,Outlet
Nevada,1.797742,2.336302,Outlet
Nevada,1.390066,0.93383,Outlet
Nevada,1.390066,1.8538,Outlet
Nevada,0.721478,0.843763,Outlet
Nevada,0.330109,1.101097,Outlet
Nevada,2.189111,1.152564,Outlet
Nevada,1.993427,2.181901,Outlet
Nevada,1.602058,0.766563,Outlet
Nevada,1.390066,1.547143,inStore
Nevada,0.81932,0.715096,inStore
Nevada,1.178075,2.160457,inStore
Nevada,1.667286,0.46634,inStore
Nevada,2.026041,2.216212,inStore
Nevada,2.026041,1.045342,inStore
Nevada,1.284071,1.435632,inStore
Nevada,1.072079,0.947778,inStore
Nevada,1.381913,2.455327,inStore
Nevada,1.145461,0.19185,inStore
Nevada,1.406373,1.255498,inStore
Nevada,1.602058,0.432028,inStore
Nevada,0.81932,0.715096,inStore
Nevada,0.623635,0.329095,inStore
Nevada,0.884548,1.495677,inStore
Nevada,1.25961,-0.037606,inStore
Nevada,1.210689,1.075364,inStore
Nevada,1.390066,0.320517,inStore
Nevada,0.525793,0.444895,inStore
Nevada,0.427951,0.174694,inStore
Nevada,0.5421,1.045342,inStore
Nevada,0.892702,-0.182348,inStore
Nevada,1.308531,1.165431,inStore
Nevada,1.496062,0.376273,inStore
Nevada,0.721478,0.625029,inStore
Nevada,0.623635,0.329095,inStore
Nevada,0.65625,1.195453,inStore
Nevada,1.381913,0.010652,inStore
Nevada,1.6999,1.525699,inStore
Nevada,1.920045,0.599296,inStore
Nevada,0.917162,0.805163,inStore
Nevada,0.917162,0.560696,inStore
Nevada,0.884548,1.495677,inStore
Nevada,1.504216,0.058894,inStore
Nevada,-0.110181,-0.14054,inStore
Nevada,0.167038,-0.322819,inStore
Nevada,0.167038,0.11465,inStore
Nevada,-0.224331,-0.339974,inStore
Colorado,-0.281405,-0.037606,inStore
Colorado,0.297495,-0.417174,inStore
Colorado,0.085503,0.039594,inStore
Colorado,0.167038,-0.322819,inStore
Colorado,0.167038,0.11465,inStore
Colorado,-0.224331,-0.339974,inStore
Colorado,-0.354787,-0.134107,inStore
Colorado,0.10181,-0.494375,inStore
Colorado,0.493179,0.414873,inStore
Colorado,0.362723,-0.219885,inStore
Colorado,0.493179,0.414873,inStore
Colorado,0.134424,-0.056907,inStore
Colorado,-0.354787,-0.134107,inStore
Colorado,0.313802,-0.410741,inStore
Colorado,1.112847,0.985297,inStore
Colorado,0.436105,-0.181285,inStore
Colorado,0.648096,0.557487,inStore
Colorado,0.134424,-0.056907,inStore
Colorado,-0.19987,0.069616,inStore
Colorado,0.754092,-0.237041,inStore
Colorado,1.112847,1.7959,inStore
Colorado,0.648096,0.557487,inStore
Colorado,0.648096,1.184731,inStore
Colorado,0.134424,0.367695,inStore
Colorado,-0.19987,0.362342,inStore
Colorado,1.53683,1.049631,inStore
Colorado,1.895585,2.825237,inStore
Colorado,1.496062,1.338068,inStore
Colorado,1.496062,2.299846,inStore
Colorado,0.966083,1.351998,inStore
Colorado,0.5421,1.630777,inStore
Colorado,2.523406,1.828067,inStore
Colorado,2.344028,2.982863,inStore
Colorado,1.911892,1.345565,inStore
Colorado,1.683593,2.201201,inStore
Colorado,1.072079,1.212609,inStore
Colorado,1.455295,2.876704,inStore
Colorado,1.968966,1.007822,inStore
Colorado,2.368489,3.011804,inStore
Colorado,2.360335,1.6994,inStore
Colorado,1.569444,2.066101,inStore
Colorado,1.341145,1.495677,inStore
Colorado,1.504216,2.953904,inStore
Colorado,1.145461,0.46634,inStore
Colorado,1.602058,1.770166,inStore
Colorado,1.797742,0.89523,inStore
Colorado,0.966083,1.101097,inStore
Colorado,0.754092,0.655051,inStore
Colorado,1.015004,1.924567,inStore
Colorado,0.998697,0.11465,inStore
Colorado,0.941623,1.075364,inStore
Colorado,1.112847,0.444895,inStore
Colorado,0.313802,0.414873,inStore
Colorado,0.224113,0.167197,inStore
Colorado,0.330109,0.93383,inStore
Colorado,0.65625,-0.065484,inStore
Colorado,1.121,1.264076,inStore
Colorado,1.308531,0.573562,inStore
Colorado,0.582868,0.697941,inStore
Colorado,0.754092,0.655051,inStore
Colorado,0.892702,1.747658,inStore
Colorado,1.667286,0.46634,inStore
Colorado,2.026041,2.216212,inStore
Colorado,2.25434,1.195453,inStore
Colorado,1.178075,1.32412,inStore
Colorado,1.178075,1.045342,inStore
Colorado,1.137307,2.101493,inStore
Colorado,1.797742,0.534962,inStore
Colorado,0.232267,0.020294,inStore
Colorado,0.525793,0.058894,inStore
Colorado,0.525793,0.058894,inStore
Colorado,0.036582,-0.134107,inStore
Washington,-0.044953,-0.316385,inStore
Washington,0.688864,-0.048329,inStore
Washington,0.493179,0.226161,inStore
Washington,0.525793,0.058894,inStore
Washington,0.525793,0.058894,inStore
Washington,0.036582,-0.134107,inStore
Washington,-0.134642,-0.375349,inStore
Washington,0.444258,-0.176996,inStore
Washington,0.933469,0.573562,inStore
Washington,0.721478,0.187561,inStore
Washington,0.860088,0.278709,inStore
Washington,0.436105,0.181128,inStore
Washington,-0.142795,-0.380719,inStore
Washington,0.648096,-0.069773,inStore
Washington,1.569444,1.075364,inStore
Washington,0.770399,0.219728,inStore
Washington,1.015004,0.380562,inStore
Washington,0.232267,0.020294,inStore
Washington,-0.093874,-0.348552,inStore
Washington,0.884548,0.054605,inStore
Washington,1.210689,0.792296,inStore
Washington,0.754092,0.209005,inStore
Washington,0.754092,0.209005,inStore
Washington,0.232267,0.020294,inStore
Washington,-0.093874,-0.348552,inStore
Washington,1.667286,0.46634,inStore
Washington,2.727244,1.988901,inStore
Washington,2.319568,1.238342,inStore
Washington,2.319568,1.238342,inStore
Washington,1.667286,1.152564,inStore
Washington,1.137307,0.460987,inStore
Washington,3.461061,1.409899,inStore
Washington,3.363218,2.490702,inStore
Washington,2.800625,1.554658,inStore
Washington,2.523406,1.372379,inStore
Washington,1.797742,1.255498,inStore
Washington,2.246186,1.190101,inStore
Washington,2.808779,1.066786,inStore
Washington,3.355065,2.484269,inStore
Washington,2.971849,1.667233,inStore
Washington,2.11573,1.104323,inStore
Washington,1.871124,1.313398,inStore
Washington,1.871124,0.943489,inStore
Washington,1.145461,0.19185,inStore
Washington,1.797742,1.255498,inStore
Washington,1.993427,1.023897,inStore
Washington,1.112847,0.444895,inStore
Washington,0.884548,0.534962,inStore
Washington,1.275917,0.552118,inStore
Washington,0.966083,0.097494,inStore
Washington,1.210689,0.792296,inStore
Washington,1.390066,0.627174,inStore
Washington,0.525793,0.058894,inStore
Washington,0.427951,0.174694,inStore
Washington,0.5421,0.069616,inStore
Washington,0.892702,0.058894,inStore
Washington,1.406373,0.946697,inStore
Washington,1.708054,0.836266,inStore
Washington,0.917162,0.316228,inStore
Washington,1.112847,0.715096,inStore
Washington,1.553137,0.734396,inStore
Washington,2.466331,0.886652,inStore
Washington,2.971849,2.181901,inStore
Washington,3.216455,1.828067,inStore
Washington,1.928199,0.981008,inStore
Washington,1.928199,1.358432,inStore
Washington,1.846664,0.927397,inStore
Washington,2.621248,0.968141,inStore
Washington,2.14019,2.741603,inStore
Washington,1.553137,1.390598,inStore
Washington,0.998697,0.369839,inStore
Washington,0.884548,0.534962,inStore
Florida,1.748821,1.570732,inStore
Florida,1.553137,2.374902,inStore
Florida,2.286954,2.915304,inStore
Florida,1.25961,1.120398,inStore
Florida,0.884548,0.294784,inStore
Florida,0.81932,0.483495,inStore
